name,team,year,week,position,xpa,xpm,fga,fgm,fg_distances,fpoints
Brandon Aubrey,DAL,2024,13,K,3,3,2,2,"['23', '33']",9.3
Jason Sanders,MIA,2024,13,K,0,0,1,1,['33'],3.3
Brandon McManus,GNB,2024,13,K,3,3,3,3,"['46', '24', '33']",13.9
Daniel Carlson,LVR,2024,13,K,2,2,4,1,['27'],2.0
Matthew Wright,KAN,2024,13,K,1,1,5,4,"['25', '42', '35', '32']",13.9
Matt Gay,IND,2024,13,K,2,2,1,1,['25'],5.0
Joey Slye,NWE,2024,13,K,1,1,5,3,"['35', '31', '54']",11.0
Chad Ryland,ARI,2024,13,K,1,1,6,5,"['32', '31', '24', '40', '23']",16.3
John Parker Romo,MIN,2024,13,K,2,2,4,3,"['44', '55', '31']",14.0
Ka'imi Fairbairn,HOU,2024,13,K,2,2,3,3,"['53', '30', '28']",13.3
Cam Little,JAX,2024,13,K,0,0,3,2,"['33', '30']",5.3
Nick Folk,TEN,2024,13,K,1,1,2,2,"['41', '44']",9.5
Zane Gonzalez,WAS,2024,13,K,6,6,2,0,0,4.0
Chris Boswell,PIT,2024,13,K,5,5,4,3,"['50', '34', '30']",15.4
Evan McPherson,CIN,2024,13,K,5,5,1,1,['38'],8.8
Cameron Dicker,LAC,2024,13,K,0,0,3,3,"['45', '51', '34']",13.0
Younghoe Koo,ATL,2024,13,K,1,1,3,2,"['41', '26']",7.1
Jason Myers,SEA,2024,13,K,3,2,2,2,"['54', '43']",10.7
Anders Carlson,NYJ,2024,13,K,2,1,0,0,0,0.0
Joshua Karty,LAR,2024,13,K,3,3,0,0,0,3.0
Blake Grupe,NOR,2024,13,K,0,0,3,2,"['54', '54']",9.8
Chase McLaughlin,TAM,2024,13,K,2,2,5,4,"['27', '26', '51', '30']",15.1
Eddy Piñeiro,CAR,2024,13,K,2,2,5,3,"['47', '27', '22']",10.7
Jake Elliott,PHI,2024,13,K,3,3,1,1,['35'],6.5
Justin Tucker,BAL,2024,13,K,2,1,4,2,"['34', '50']",6.4
Jake Moody,SFO,2024,13,K,1,1,3,1,['33'],2.3
Tyler Bass,BUF,2024,13,K,5,5,1,0,0,4.0
Dustin Hopkins,CLE,2024,13,K,3,3,2,1,['45'],6.5
Wil Lutz,DEN,2024,13,K,5,5,2,2,"['36', '27']",11.6
Brandon McManus,GNB,2024,14,K,4,4,1,1,['32'],7.2
Jake Bates,DET,2024,14,K,4,4,2,2,"['43', '35']",11.8
Younghoe Koo,ATL,2024,14,K,1,1,2,2,"['20', '29']",7.0
Will Reichard,MIN,2024,14,K,6,6,1,0,0,5.0
Eddy Piñeiro,CAR,2024,14,K,2,1,1,1,['38'],3.8
Jake Elliott,PHI,2024,14,K,2,2,1,0,0,1.0
Dustin Hopkins,CLE,2024,14,K,2,2,2,0,0,0.0
Chris Boswell,PIT,2024,14,K,3,3,2,2,"['30', '54']",11.4
Cam Little,JAX,2024,14,K,1,1,1,1,['23'],4.0
Nick Folk,TEN,2024,14,K,0,0,2,2,"['46', '39']",8.5
Blake Grupe,NOR,2024,14,K,2,2,2,0,0,0.0
Graham Gano,NYG,2024,14,K,0,0,2,1,['43'],3.3
Anders Carlson,NYJ,2024,14,K,2,2,4,4,"['28', '30', '40', '42']",16.2
Jason Sanders,MIA,2024,14,K,1,0,4,4,"['39', '24', '57', '52']",16.8
Daniel Carlson,LVR,2024,14,K,1,1,2,2,"['25', '27']",7.0
Chase McLaughlin,TAM,2024,14,K,4,4,0,0,0,4.0
Jason Myers,SEA,2024,14,K,3,3,3,3,"['20', '36', '35']",13.1
Chad Ryland,ARI,2024,14,K,1,1,2,1,['28'],3.0
Tyler Bass,BUF,2024,14,K,6,6,0,0,0,6.0
Joshua Karty,LAR,2024,14,K,6,5,1,1,['22'],7.0
Cairo Santos,CHI,2024,14,K,1,1,0,0,0,1.0
Jake Moody,SFO,2024,14,K,5,5,1,1,['23'],8.0
Cameron Dicker,LAC,2024,14,K,2,2,1,1,['37'],5.7
Matthew Wright,KAN,2024,14,K,1,1,4,4,"['47', '33', '50', '31']",17.1
Cade York,CIN,2024,14,K,3,3,2,2,"['37', '29']",9.7
Brandon Aubrey,DAL,2024,14,K,2,2,2,2,"['35', '47']",10.2
Joshua Karty,LAR,2024,15,K,0,0,4,4,"['48', '23', '27', '29']",13.8
Jake Moody,SFO,2024,15,K,0,0,2,2,"['53', '47']",10.0
Cade York,CIN,2024,15,K,5,4,1,1,['21'],6.0
Nick Folk,TEN,2024,15,K,3,3,0,0,0,3.0
Brandon Aubrey,DAL,2024,15,K,3,3,4,3,"['52', '45', '41']",15.799999999999995
Eddy Piñeiro,CAR,2024,15,K,2,2,0,0,0,2.0
Harrison Butker,KAN,2024,15,K,3,3,1,0,0,2.0
Riley Patterson,CLE,2024,15,K,1,1,0,0,0,1.0
Jason Sanders,MIA,2024,15,K,1,0,2,2,"['55', '36']",8.1
Ka'imi Fairbairn,HOU,2024,15,K,2,2,2,2,"['44', '23']",9.4
Anders Carlson,NYJ,2024,15,K,3,3,2,1,['43'],6.3
Cam Little,JAX,2024,15,K,1,1,4,4,"['28', '23', '43', '43']",15.6
Justin Tucker,BAL,2024,15,K,5,5,0,0,0,5.0
Graham Gano,NYG,2024,15,K,2,2,0,0,0,2.0
Greg Joseph,WAS,2024,15,K,2,2,3,2,"['23', '41']",8.1
Blake Grupe,NOR,2024,15,K,1,1,2,2,"['41', '51']",10.2
Tyler Bass,BUF,2024,15,K,6,6,3,2,"['50', '41']",14.1
Jake Bates,DET,2024,15,K,6,6,1,0,0,5.0
Matt Gay,IND,2024,15,K,1,1,2,2,"['37', '49']",9.6
Wil Lutz,DEN,2024,15,K,4,4,1,1,['44'],8.4
Joey Slye,NWE,2024,15,K,2,2,2,1,['50'],6.0
Chad Ryland,ARI,2024,15,K,3,3,3,3,"['49', '35', '40']",15.4
Chris Boswell,PIT,2024,15,K,1,1,2,2,"['37', '49']",9.6
Jake Elliott,PHI,2024,15,K,3,3,2,2,"['34', '41']",10.5
Chase McLaughlin,TAM,2024,15,K,4,4,4,4,"['22', '37', '42', '43']",19.2
Cameron Dicker,LAC,2024,15,K,2,2,1,1,['41'],6.1
Brandon McManus,GNB,2024,15,K,3,3,3,3,"['39', '21', '23']",12.9
Jason Myers,SEA,2024,15,K,1,1,2,2,"['48', '45']",10.3
Cairo Santos,CHI,2024,15,K,0,0,2,2,"['29', '39']",6.9
Will Reichard,MIN,2024,15,K,3,3,3,3,"['52', '31', '46']",15.9
Younghoe Koo,ATL,2024,15,K,1,1,3,2,"['40', '48']",8.8
Daniel Carlson,LVR,2024,15,K,1,0,1,1,['52'],4.2
Wil Lutz,DEN,2024,16,K,3,3,2,2,"['41', '55']",12.6
Cameron Dicker,LAC,2024,16,K,2,2,2,2,"['37', '57']",11.4
Ka'imi Fairbairn,HOU,2024,16,K,2,1,2,2,"['33', '38']",7.1
Harrison Butker,KAN,2024,16,K,3,3,2,2,"['44', '27']",10.4
Chris Boswell,PIT,2024,16,K,2,2,1,1,['51'],7.1
Justin Tucker,BAL,2024,16,K,4,4,2,2,"['51', '23']",12.1
Graham Gano,NYG,2024,16,K,1,1,0,0,0,1.0
Riley Patterson,ATL,2024,16,K,4,4,3,2,"['52', '37']",11.9
Chad Ryland,ARI,2024,16,K,3,3,3,3,"['48', '30', '58']",16.6
Eddy Piñeiro,CAR,2024,16,K,4,3,1,1,['29'],5.0
Jake Bates,DET,2024,16,K,4,4,3,2,"['30', '34']",9.4
Cairo Santos,CHI,2024,16,K,2,2,1,1,['30'],5.0
Dustin Hopkins,CLE,2024,16,K,1,0,0,0,0,-1.0
Cade York,CIN,2024,16,K,3,3,2,1,['59'],7.9
Brayden Narveson,TEN,2024,16,K,2,2,1,0,0,1.0
Matt Gay,IND,2024,16,K,5,5,2,1,['31'],7.1
Joshua Karty,LAR,2024,16,K,2,1,2,2,"['38', '45']",8.3
Anders Carlson,NYJ,2024,16,K,1,0,2,1,['21'],1.0
Jake Elliott,PHI,2024,16,K,3,3,5,4,"['24', '40', '50', '40']",18.0
Zane Gonzalez,WAS,2024,16,K,4,4,0,0,0,4.0
Will Reichard,MIN,2024,16,K,3,3,2,2,"['52', '48']",13.0
Jason Myers,SEA,2024,16,K,3,3,2,1,['43'],6.3
Joey Slye,NWE,2024,16,K,3,3,0,0,0,3.0
Tyler Bass,BUF,2024,16,K,3,3,1,1,['50'],8.0
Cam Little,JAX,2024,16,K,2,2,0,0,0,2.0
Daniel Carlson,LVR,2024,16,K,1,1,3,2,"['49', '37']",8.600000000000001
Jake Moody,SFO,2024,16,K,2,2,2,1,['21'],4.0
Jason Sanders,MIA,2024,16,K,2,2,5,5,"['44', '38', '54', '33', '48']",23.7
Chase McLaughlin,TAM,2024,16,K,3,3,1,1,['45'],7.5
Brandon Aubrey,DAL,2024,16,K,2,2,4,4,"['58', '49', '58', '53']",23.8
Brandon McManus,GNB,2024,16,K,4,4,2,2,"['55', '46']",14.1
Dustin Hopkins,CLE,2024,18,K,1,1,1,1,['23'],4.0
Justin Tucker,BAL,2024,18,K,5,5,0,0,0,5.0
Cade York,CIN,2024,18,K,1,1,4,4,"['48', '27', '35', '23']",15.3
Chris Boswell,PIT,2024,18,K,2,2,1,1,['54'],7.4
Eddy Piñeiro,CAR,2024,18,K,5,5,1,1,['35'],8.5
Riley Patterson,ATL,2024,18,K,5,5,2,1,['31'],7.1
Tyler Bass,BUF,2024,18,K,2,1,1,1,['49'],4.9
Joey Slye,NWE,2024,18,K,2,2,3,3,"['41', '42', '50']",15.3
Cairo Santos,CHI,2024,18,K,3,3,1,1,['51'],8.1
Brandon McManus,GNB,2024,18,K,1,1,3,3,"['37', '30', '55']",13.2
Cam Little,JAX,2024,18,K,2,2,3,3,"['53', '28', '53']",15.6
Matt Gay,IND,2024,18,K,2,2,5,4,"['49', '36', '45', '38']",17.8
Zane Gonzalez,WAS,2024,18,K,2,2,1,1,['47'],6.7
Brandon Aubrey,DAL,2024,18,K,1,1,4,4,"['34', '41', '36', '22']",15.1
Ka'imi Fairbairn,HOU,2024,18,K,3,2,1,1,['27'],4.0
Matthew Wright,TEN,2024,18,K,0,0,2,2,"['35', '38']",7.3
Blake Grupe,NOR,2024,18,K,1,1,4,4,"['35', '39', '39', '49']",17.200000000000003
Chase McLaughlin,TAM,2024,18,K,3,3,2,2,"['52', '25']",11.2
Graham Gano,NYG,2024,18,K,1,1,2,2,"['25', '53']",9.3
Jake Elliott,PHI,2024,18,K,2,2,3,2,"['24', '32']",7.199999999999999
Jake Moody,SFO,2024,18,K,3,3,2,1,['51'],7.1
Chad Ryland,ARI,2024,18,K,5,5,2,2,"['51', '49']",15.0
Harrison Butker,KAN,2024,18,K,0,0,1,0,0,-1.0
Wil Lutz,DEN,2024,18,K,5,5,1,1,['33'],8.3
Jason Sanders,MIA,2024,18,K,2,2,2,2,"['26', '28']",8.0
Greg Joseph,NYJ,2024,18,K,3,3,1,1,['20'],6.0
Cameron Dicker,LAC,2024,18,K,2,2,5,4,"['33', '32', '49', '20']",15.4
Daniel Carlson,LVR,2024,18,K,2,2,2,2,"['40', '47']",10.7
Jason Myers,SEA,2024,18,K,3,3,1,1,['56'],8.6
Joshua Karty,LAR,2024,18,K,1,1,4,4,"['37', '58', '57', '38']",20.0
Will Reichard,MIN,2024,18,K,0,0,4,3,"['25', '31', '51']",10.2
Jake Bates,DET,2024,18,K,4,4,1,1,['48'],8.8
