name,team,opponent,date,year,week,position,fpoints_ppr
Drake London,ATL,IND,2025-11-09,2025,10,WR,27.4
Drake London,ATL,CAR,2025-11-16,2025,11,WR,21.9
Daniel Jones,IND,MIA,2025-09-07,2025,1,QB,29.5
Daniel Jones,IND,DEN,2025-09-14,2025,2,QB,25.8
Daniel Jones,IND,TEN,2025-09-21,2025,3,QB,15.8
Daniel Jones,IND,LAR,2025-09-28,2025,4,QB,12.4
Daniel Jones,IND,LVR,2025-10-05,2025,5,QB,16.7
Daniel Jones,IND,ARI,2025-10-12,2025,6,QB,23.5
Daniel Jones,IND,LAC,2025-10-19,2025,7,QB,22.2
Daniel Jones,IND,TEN,2025-10-26,2025,8,QB,23.2
Daniel Jones,IND,PIT,2025-11-02,2025,9,QB,22.1
Daniel Jones,IND,ATL,2025-11-09,2025,10,QB,17.5
Daniel Jones,IND,KAN,2025-11-23,2025,12,QB,16.8
Daniel Jones,IND,HOU,2025-11-30,2025,13,QB,16.1
Tyler Warren,IND,MIA,2025-09-07,2025,1,TE,14.9
Tyler Warren,IND,DEN,2025-09-14,2025,2,TE,11.9
Tyler Warren,IND,TEN,2025-09-21,2025,3,TE,6.8
Tyler Warren,IND,LAR,2025-09-28,2025,4,TE,18.3
Tyler Warren,IND,LVR,2025-10-05,2025,5,TE,14.4
Tyler Warren,IND,ARI,2025-10-12,2025,6,TE,18.3
Tyler Warren,IND,LAC,2025-10-19,2025,7,TE,16.9
Tyler Warren,IND,TEN,2025-10-26,2025,8,TE,9.3
Tyler Warren,IND,PIT,2025-11-02,2025,9,TE,7.6
Tyler Warren,IND,ATL,2025-11-09,2025,10,TE,17.9
Tyler Warren,IND,KAN,2025-11-23,2025,12,TE,9.5
Tyler Warren,IND,HOU,2025-11-30,2025,13,TE,11.2
Caleb Williams,CHI,MIN,2025-09-08,2025,1,QB,24.2
Caleb Williams,CHI,DET,2025-09-14,2025,2,QB,18.0
Caleb Williams,CHI,DAL,2025-09-21,2025,3,QB,29.1
Caleb Williams,CHI,LVR,2025-09-28,2025,4,QB,12.8
Caleb Williams,CHI,WAS,2025-10-13,2025,6,QB,19.9
Caleb Williams,CHI,NOR,2025-10-19,2025,7,QB,5.7
Caleb Williams,CHI,BAL,2025-10-26,2025,8,QB,12.8
Caleb Williams,CHI,CIN,2025-11-02,2025,9,QB,38.7
Caleb Williams,CHI,NYG,2025-11-09,2025,10,QB,25.1
Caleb Williams,CHI,MIN,2025-11-16,2025,11,QB,10.3
Caleb Williams,CHI,PIT,2025-11-23,2025,12,QB,22.7
Caleb Williams,CHI,PHI,2025-11-28,2025,13,QB,10.5
Quinshon Judkins,CLE,BAL,2025-09-14,2025,2,RB,10.1
Quinshon Judkins,CLE,GNB,2025-09-21,2025,3,RB,16.5
Quinshon Judkins,CLE,DET,2025-09-28,2025,4,RB,21.5
Quinshon Judkins,CLE,MIN,2025-10-05,2025,5,RB,16.8
Quinshon Judkins,CLE,PIT,2025-10-12,2025,6,RB,3.6
Quinshon Judkins,CLE,MIA,2025-10-19,2025,7,RB,26.4
Quinshon Judkins,CLE,NWE,2025-10-26,2025,8,RB,4.7
Quinshon Judkins,CLE,NYJ,2025-11-09,2025,10,RB,10.5
Quinshon Judkins,CLE,BAL,2025-11-16,2025,11,RB,5.9
Quinshon Judkins,CLE,LVR,2025-11-23,2025,12,RB,16.7
Quinshon Judkins,CLE,SFO,2025-11-30,2025,13,RB,15.9
Nico Collins,HOU,LAR,2025-09-07,2025,1,WR,5.5
Nico Collins,HOU,TAM,2025-09-15,2025,2,WR,14.2
Nico Collins,HOU,JAX,2025-09-21,2025,3,WR,26.4
Nico Collins,HOU,TEN,2025-09-28,2025,4,WR,11.9
Nico Collins,HOU,BAL,2025-10-05,2025,5,WR,16.0
Nico Collins,HOU,SEA,2025-10-20,2025,7,WR,6.7
Nico Collins,HOU,DEN,2025-11-02,2025,9,WR,14.5
Nico Collins,HOU,JAX,2025-11-09,2025,10,WR,25.6
Nico Collins,HOU,TEN,2025-11-16,2025,11,WR,24.2
Nico Collins,HOU,BUF,2025-11-20,2025,12,WR,8.5
Nico Collins,HOU,IND,2025-11-30,2025,13,WR,21.5
Justin Herbert,LAC,KAN,2025-09-05,2025,1,QB,30.9
Justin Herbert,LAC,LVR,2025-09-15,2025,2,QB,19.8
Justin Herbert,LAC,DEN,2025-09-21,2025,3,QB,18.6
Justin Herbert,LAC,NYG,2025-09-28,2025,4,QB,14.5
Justin Herbert,LAC,WAS,2025-10-05,2025,5,QB,15.6
Justin Herbert,LAC,MIA,2025-10-12,2025,6,QB,18.8
Justin Herbert,LAC,IND,2025-10-19,2025,7,QB,32.9
Justin Herbert,LAC,MIN,2025-10-23,2025,8,QB,26.3
Justin Herbert,LAC,TEN,2025-11-02,2025,9,QB,28.7
Justin Herbert,LAC,PIT,2025-11-09,2025,10,QB,14.7
Justin Herbert,LAC,JAX,2025-11-16,2025,11,QB,4.3
Justin Herbert,LAC,LVR,2025-11-30,2025,13,QB,13.8
Jameson Williams,DET,GNB,2025-09-07,2025,1,WR,6.6
Jameson Williams,DET,CHI,2025-09-14,2025,2,WR,21.8
Jameson Williams,DET,BAL,2025-09-22,2025,3,WR,6.3
Jameson Williams,DET,CLE,2025-09-28,2025,4,WR,5.7
Jameson Williams,DET,CIN,2025-10-05,2025,5,WR,2.0
Jameson Williams,DET,KAN,2025-10-12,2025,6,WR,18.6
Jameson Williams,DET,MIN,2025-11-02,2025,9,WR,16.6
Jameson Williams,DET,WAS,2025-11-09,2025,10,WR,26.9
Jameson Williams,DET,PHI,2025-11-16,2025,11,WR,19.7
Jameson Williams,DET,GNB,2025-11-27,2025,13,WR,29.9
Jaylen Waddle,MIA,IND,2025-09-07,2025,1,WR,7.0
Jaylen Waddle,MIA,NWE,2025-09-14,2025,2,WR,17.8
Jaylen Waddle,MIA,BUF,2025-09-18,2025,3,WR,14.9
Jaylen Waddle,MIA,NYJ,2025-09-29,2025,4,WR,7.8
Jaylen Waddle,MIA,CAR,2025-10-05,2025,5,WR,26.0
Jaylen Waddle,MIA,LAC,2025-10-12,2025,6,WR,15.8
Jaylen Waddle,MIA,CLE,2025-10-19,2025,7,WR,2.5
Jaylen Waddle,MIA,ATL,2025-10-26,2025,8,WR,20.9
Jaylen Waddle,MIA,BAL,2025-10-30,2025,9,WR,14.2
Jaylen Waddle,MIA,BUF,2025-11-09,2025,10,WR,19.4
Jaylen Waddle,MIA,WAS,2025-11-16,2025,11,WR,8.2
Jaylen Waddle,MIA,NOR,2025-11-30,2025,13,WR,7.0
Michael Pittman Jr.,IND,MIA,2025-09-07,2025,1,WR,20.0
Michael Pittman Jr.,IND,DEN,2025-09-14,2025,2,WR,8.0
Michael Pittman Jr.,IND,TEN,2025-09-21,2025,3,WR,19.3
Michael Pittman Jr.,IND,LAR,2025-09-28,2025,4,WR,15.1
Michael Pittman Jr.,IND,LVR,2025-10-05,2025,5,WR,14.9
Michael Pittman Jr.,IND,ARI,2025-10-12,2025,6,WR,4.0
Michael Pittman Jr.,IND,LAC,2025-10-19,2025,7,WR,20.8
Michael Pittman Jr.,IND,TEN,2025-10-26,2025,8,WR,23.5
Michael Pittman Jr.,IND,PIT,2025-11-02,2025,9,WR,23.5
Michael Pittman Jr.,IND,ATL,2025-11-09,2025,10,WR,3.9
Michael Pittman Jr.,IND,KAN,2025-11-23,2025,12,WR,13.7
Michael Pittman Jr.,IND,HOU,2025-11-30,2025,13,WR,2.3
Chris Olave,NOR,ARI,2025-09-07,2025,1,WR,12.4
Chris Olave,NOR,SFO,2025-09-14,2025,2,WR,11.4
Chris Olave,NOR,SEA,2025-09-21,2025,3,WR,15.7
Chris Olave,NOR,BUF,2025-09-28,2025,4,WR,10.0
Chris Olave,NOR,NYG,2025-10-05,2025,5,WR,12.9
Chris Olave,NOR,NWE,2025-10-12,2025,6,WR,15.8
Chris Olave,NOR,CHI,2025-10-19,2025,7,WR,26.8
Chris Olave,NOR,TAM,2025-10-26,2025,8,WR,14.0
Chris Olave,NOR,LAR,2025-11-02,2025,9,WR,8.7
Chris Olave,NOR,CAR,2025-11-09,2025,10,WR,24.4
Chris Olave,NOR,ATL,2025-11-23,2025,12,WR,16.0
Chris Olave,NOR,MIA,2025-11-30,2025,13,WR,14.7
A.J. Brown,PHI,DAL,2025-09-04,2025,1,WR,1.8
A.J. Brown,PHI,KAN,2025-09-14,2025,2,WR,7.7
A.J. Brown,PHI,LAR,2025-09-21,2025,3,WR,25.9
A.J. Brown,PHI,TAM,2025-09-28,2025,4,WR,2.7
A.J. Brown,PHI,DEN,2025-10-05,2025,5,WR,9.3
A.J. Brown,PHI,NYG,2025-10-09,2025,6,WR,14.0
A.J. Brown,PHI,MIN,2025-10-19,2025,7,WR,31.1
A.J. Brown,PHI,GNB,2025-11-10,2025,10,WR,3.3
A.J. Brown,PHI,DET,2025-11-16,2025,11,WR,11.9
A.J. Brown,PHI,DAL,2025-11-23,2025,12,WR,28.0
A.J. Brown,PHI,CHI,2025-11-28,2025,13,WR,38.2
Hunter Henry,NWE,LVR,2025-09-07,2025,1,TE,10.6
Hunter Henry,NWE,MIA,2025-09-14,2025,2,TE,1.9
Hunter Henry,NWE,PIT,2025-09-21,2025,3,TE,29.0
Hunter Henry,NWE,CAR,2025-09-28,2025,4,TE,11.9
Hunter Henry,NWE,BUF,2025-10-05,2025,5,TE,6.6
Hunter Henry,NWE,NOR,2025-10-12,2025,6,TE,5.7
Hunter Henry,NWE,TEN,2025-10-19,2025,7,TE,7.3
Hunter Henry,NWE,CLE,2025-10-26,2025,8,TE,7.7
Hunter Henry,NWE,ATL,2025-11-02,2025,9,TE,9.1
Hunter Henry,NWE,TAM,2025-11-09,2025,10,TE,1.9
Hunter Henry,NWE,NYJ,2025-11-13,2025,11,TE,8.5
Hunter Henry,NWE,CIN,2025-11-23,2025,12,TE,27.5
Hunter Henry,NWE,NYG,2025-12-01,2025,13,TE,11.3
Bo Nix,DEN,TEN,2025-09-07,2025,1,QB,9.8
Bo Nix,DEN,IND,2025-09-14,2025,2,QB,21.2
Bo Nix,DEN,LAC,2025-09-21,2025,3,QB,13.4
Bo Nix,DEN,CIN,2025-09-29,2025,4,QB,29.7
Bo Nix,DEN,PHI,2025-10-05,2025,5,QB,17.9
Bo Nix,DEN,NYJ,2025-10-12,2025,6,QB,13.4
Bo Nix,DEN,NYG,2025-10-19,2025,7,QB,40.0
Bo Nix,DEN,DAL,2025-10-26,2025,8,QB,24.8
Bo Nix,DEN,HOU,2025-11-02,2025,9,QB,19.5
Bo Nix,DEN,LVR,2025-11-06,2025,10,QB,7.8
Bo Nix,DEN,KAN,2025-11-16,2025,11,QB,12.6
Bo Nix,DEN,WAS,2025-11-30,2025,13,QB,20.4
Brock Bowers,LVR,NWE,2025-09-07,2025,1,TE,18.3
Brock Bowers,LVR,LAC,2025-09-15,2025,2,TE,8.8
Brock Bowers,LVR,WAS,2025-09-21,2025,3,TE,9.8
Brock Bowers,LVR,CHI,2025-09-28,2025,4,TE,9.6
Brock Bowers,LVR,JAX,2025-11-02,2025,9,TE,46.3
Brock Bowers,LVR,DEN,2025-11-06,2025,10,TE,3.7
Brock Bowers,LVR,DAL,2025-11-17,2025,11,TE,14.2
Brock Bowers,LVR,CLE,2025-11-23,2025,12,TE,11.5
Brock Bowers,LVR,LAC,2025-11-30,2025,13,TE,22.3
Jake Ferguson,DAL,PHI,2025-09-04,2025,1,TE,7.3
Jake Ferguson,DAL,NYG,2025-09-14,2025,2,TE,16.8
Jake Ferguson,DAL,CHI,2025-09-21,2025,3,TE,21.2
Jake Ferguson,DAL,GNB,2025-09-28,2025,4,TE,17.0
Jake Ferguson,DAL,NYJ,2025-10-05,2025,5,TE,23.9
Jake Ferguson,DAL,CAR,2025-10-12,2025,6,TE,12.3
Jake Ferguson,DAL,WAS,2025-10-19,2025,7,TE,21.9
Jake Ferguson,DAL,ARI,2025-11-03,2025,9,TE,9.0
Jake Ferguson,DAL,LVR,2025-11-17,2025,11,TE,11.6
Jake Ferguson,DAL,PHI,2025-11-23,2025,12,TE,11.1
Jake Ferguson,DAL,KAN,2025-11-27,2025,13,TE,8.6
Courtland Sutton,DEN,TEN,2025-09-07,2025,1,WR,18.1
Courtland Sutton,DEN,IND,2025-09-14,2025,2,WR,1.6
Courtland Sutton,DEN,LAC,2025-09-21,2025,3,WR,26.8
Courtland Sutton,DEN,CIN,2025-09-29,2025,4,WR,19.1
Courtland Sutton,DEN,PHI,2025-10-05,2025,5,WR,17.9
Courtland Sutton,DEN,NYJ,2025-10-12,2025,6,WR,2.7
Courtland Sutton,DEN,NYG,2025-10-19,2025,7,WR,16.7
Courtland Sutton,DEN,DAL,2025-10-26,2025,8,WR,10.7
Courtland Sutton,DEN,HOU,2025-11-02,2025,9,WR,10.0
Courtland Sutton,DEN,LVR,2025-11-06,2025,10,WR,5.4
Courtland Sutton,DEN,KAN,2025-11-16,2025,11,WR,9.9
Courtland Sutton,DEN,WAS,2025-11-30,2025,13,WR,17.2
Jared Goff,DET,GNB,2025-09-07,2025,1,QB,11.9
Jared Goff,DET,CHI,2025-09-14,2025,2,QB,37.0
Jared Goff,DET,BAL,2025-09-22,2025,3,QB,12.7
Jared Goff,DET,CLE,2025-09-28,2025,4,QB,13.7
Jared Goff,DET,CIN,2025-10-05,2025,5,QB,21.1
Jared Goff,DET,KAN,2025-10-12,2025,6,QB,16.8
Jared Goff,DET,TAM,2025-10-20,2025,7,QB,12.3
Jared Goff,DET,MIN,2025-11-02,2025,9,QB,19.4
Jared Goff,DET,WAS,2025-11-09,2025,10,QB,27.8
Jared Goff,DET,PHI,2025-11-16,2025,11,QB,13.1
Jared Goff,DET,NYG,2025-11-23,2025,12,QB,18.2
Jared Goff,DET,GNB,2025-11-27,2025,13,QB,20.6
Chase Brown,CIN,CLE,2025-09-07,2025,1,RB,13.1
Chase Brown,CIN,JAX,2025-09-14,2025,2,RB,8.5
Chase Brown,CIN,MIN,2025-09-21,2025,3,RB,6.0
Chase Brown,CIN,DEN,2025-09-29,2025,4,RB,10.1
Chase Brown,CIN,DET,2025-10-05,2025,5,RB,11.8
Chase Brown,CIN,GNB,2025-10-12,2025,6,RB,8.9
Chase Brown,CIN,PIT,2025-10-16,2025,7,RB,15.0
Chase Brown,CIN,NYJ,2025-10-26,2025,8,RB,25.5
Chase Brown,CIN,CHI,2025-11-02,2025,9,RB,19.2
Chase Brown,CIN,PIT,2025-11-16,2025,11,RB,18.7
Chase Brown,CIN,NWE,2025-11-23,2025,12,RB,18.0
Chase Brown,CIN,BAL,2025-11-27,2025,13,RB,18.3
Tee Higgins,CIN,CLE,2025-09-07,2025,1,WR,6.3
Tee Higgins,CIN,JAX,2025-09-14,2025,2,WR,14.6
Tee Higgins,CIN,MIN,2025-09-21,2025,3,WR,2.5
Tee Higgins,CIN,DEN,2025-09-29,2025,4,WR,6.2
Tee Higgins,CIN,DET,2025-10-05,2025,5,WR,11.2
Tee Higgins,CIN,GNB,2025-10-12,2025,6,WR,11.2
Tee Higgins,CIN,PIT,2025-10-16,2025,7,WR,21.6
Tee Higgins,CIN,NYJ,2025-10-26,2025,8,WR,11.4
Tee Higgins,CIN,CHI,2025-11-02,2025,9,WR,36.1
Tee Higgins,CIN,PIT,2025-11-16,2025,11,WR,15.3
Tee Higgins,CIN,NWE,2025-11-23,2025,12,WR,8.1
Rome Odunze,CHI,MIN,2025-09-08,2025,1,WR,15.7
Rome Odunze,CHI,DET,2025-09-14,2025,2,WR,34.8
Rome Odunze,CHI,DAL,2025-09-21,2025,3,WR,15.2
Rome Odunze,CHI,LVR,2025-09-28,2025,4,WR,16.9
Rome Odunze,CHI,WAS,2025-10-13,2025,6,WR,5.2
Rome Odunze,CHI,NOR,2025-10-19,2025,7,WR,5.1
Rome Odunze,CHI,BAL,2025-10-26,2025,8,WR,21.4
Rome Odunze,CHI,NYG,2025-11-09,2025,10,WR,20.6
Rome Odunze,CHI,MIN,2025-11-16,2025,11,WR,6.1
Rome Odunze,CHI,PIT,2025-11-23,2025,12,WR,8.3
Rome Odunze,CHI,PHI,2025-11-28,2025,13,WR,2.8
Wan'Dale Robinson,NYG,WAS,2025-09-07,2025,1,WR,11.5
Wan'Dale Robinson,NYG,DAL,2025-09-14,2025,2,WR,31.2
Wan'Dale Robinson,NYG,KAN,2025-09-21,2025,3,WR,3.6
Wan'Dale Robinson,NYG,LAC,2025-09-28,2025,4,WR,4.4
Wan'Dale Robinson,NYG,NOR,2025-10-05,2025,5,WR,8.2
Wan'Dale Robinson,NYG,PHI,2025-10-09,2025,6,WR,20.4
Wan'Dale Robinson,NYG,DEN,2025-10-19,2025,7,WR,15.5
Wan'Dale Robinson,NYG,PHI,2025-10-26,2025,8,WR,7.8
Wan'Dale Robinson,NYG,SFO,2025-11-02,2025,9,WR,13.6
Wan'Dale Robinson,NYG,CHI,2025-11-09,2025,10,WR,12.2
Wan'Dale Robinson,NYG,GNB,2025-11-16,2025,11,WR,7.6
Wan'Dale Robinson,NYG,DET,2025-11-23,2025,12,WR,33.6
Wan'Dale Robinson,NYG,NWE,2025-12-01,2025,13,WR,10.4
Jaylen Warren,PIT,NYJ,2025-09-07,2025,1,RB,13.9
Jaylen Warren,PIT,SEA,2025-09-14,2025,2,RB,17.4
Jaylen Warren,PIT,NWE,2025-09-21,2025,3,RB,13.1
Jaylen Warren,PIT,CLE,2025-10-12,2025,6,RB,8.3
Jaylen Warren,PIT,CIN,2025-10-16,2025,7,RB,22.8
Jaylen Warren,PIT,GNB,2025-10-26,2025,8,RB,9.3
Jaylen Warren,PIT,IND,2025-11-02,2025,9,RB,16.9
Jaylen Warren,PIT,LAC,2025-11-09,2025,10,RB,11.1
Jaylen Warren,PIT,CIN,2025-11-16,2025,11,RB,8.7
Jaylen Warren,PIT,CHI,2025-11-23,2025,12,RB,12.8
Jaylen Warren,PIT,BUF,2025-11-30,2025,13,RB,12.4
TreVeyon Henderson,NWE,LVR,2025-09-07,2025,1,RB,11.1
TreVeyon Henderson,NWE,MIA,2025-09-14,2025,2,RB,6.0
TreVeyon Henderson,NWE,PIT,2025-09-21,2025,3,RB,7.7
TreVeyon Henderson,NWE,CAR,2025-09-28,2025,4,RB,12.6
TreVeyon Henderson,NWE,BUF,2025-10-05,2025,5,RB,4.7
TreVeyon Henderson,NWE,NOR,2025-10-12,2025,6,RB,4.6
TreVeyon Henderson,NWE,TEN,2025-10-19,2025,7,RB,0.5
TreVeyon Henderson,NWE,CLE,2025-10-26,2025,8,RB,6.5
TreVeyon Henderson,NWE,ATL,2025-11-02,2025,9,RB,12.7
TreVeyon Henderson,NWE,TAM,2025-11-09,2025,10,RB,31.0
TreVeyon Henderson,NWE,NYJ,2025-11-13,2025,11,RB,32.3
TreVeyon Henderson,NWE,CIN,2025-11-23,2025,12,RB,11.1
TreVeyon Henderson,NWE,NYG,2025-12-01,2025,13,RB,11.6
Tucker Kraft,GNB,DET,2025-09-07,2025,1,TE,9.9
Tucker Kraft,GNB,WAS,2025-09-11,2025,2,TE,27.4
Tucker Kraft,GNB,CLE,2025-09-21,2025,3,TE,5.9
Tucker Kraft,GNB,DAL,2025-09-28,2025,4,TE,10.6
Tucker Kraft,GNB,CIN,2025-10-12,2025,6,TE,12.3
Tucker Kraft,GNB,ARI,2025-10-19,2025,7,TE,16.8
Tucker Kraft,GNB,PIT,2025-10-26,2025,8,TE,36.3
Tucker Kraft,GNB,CAR,2025-11-02,2025,9,TE,4.0
DeVonta Smith,PHI,DAL,2025-09-04,2025,1,WR,4.6
DeVonta Smith,PHI,KAN,2025-09-14,2025,2,WR,9.3
DeVonta Smith,PHI,LAR,2025-09-21,2025,3,WR,20.0
DeVonta Smith,PHI,TAM,2025-09-28,2025,4,WR,4.9
DeVonta Smith,PHI,DEN,2025-10-05,2025,5,WR,22.4
DeVonta Smith,PHI,NYG,2025-10-09,2025,6,WR,8.9
DeVonta Smith,PHI,MIN,2025-10-19,2025,7,WR,36.3
DeVonta Smith,PHI,NYG,2025-10-26,2025,8,WR,14.4
DeVonta Smith,PHI,GNB,2025-11-10,2025,10,WR,16.9
DeVonta Smith,PHI,DET,2025-11-16,2025,11,WR,1.8
DeVonta Smith,PHI,DAL,2025-11-23,2025,12,WR,14.9
DeVonta Smith,PHI,CHI,2025-11-28,2025,13,WR,9.8
Ladd McConkey,LAC,KAN,2025-09-05,2025,1,WR,13.4
Ladd McConkey,LAC,LVR,2025-09-15,2025,2,WR,9.8
Ladd McConkey,LAC,DEN,2025-09-21,2025,3,WR,8.1
Ladd McConkey,LAC,NYG,2025-09-28,2025,4,WR,2.1
Ladd McConkey,LAC,WAS,2025-10-05,2025,5,WR,14.9
Ladd McConkey,LAC,MIA,2025-10-12,2025,6,WR,26.0
Ladd McConkey,LAC,IND,2025-10-19,2025,7,WR,15.7
Ladd McConkey,LAC,MIN,2025-10-23,2025,8,WR,20.8
Ladd McConkey,LAC,TEN,2025-11-02,2025,9,WR,9.6
Ladd McConkey,LAC,PIT,2025-11-09,2025,10,WR,23.7
Ladd McConkey,LAC,JAX,2025-11-16,2025,11,WR,4.3
Ladd McConkey,LAC,LVR,2025-11-30,2025,13,WR,13.9
Kenneth Walker III,SEA,SFO,2025-09-07,2025,1,RB,5.4
Kenneth Walker III,SEA,PIT,2025-09-14,2025,2,RB,21.8
Kenneth Walker III,SEA,NOR,2025-09-21,2025,3,RB,18.0
Kenneth Walker III,SEA,ARI,2025-09-25,2025,4,RB,12.0
Kenneth Walker III,SEA,TAM,2025-10-05,2025,5,RB,9.6
Kenneth Walker III,SEA,JAX,2025-10-12,2025,6,RB,4.7
Kenneth Walker III,SEA,HOU,2025-10-20,2025,7,RB,6.6
Kenneth Walker III,SEA,WAS,2025-11-02,2025,9,RB,8.1
Kenneth Walker III,SEA,ARI,2025-11-09,2025,10,RB,8.0
Kenneth Walker III,SEA,LAR,2025-11-16,2025,11,RB,20.1
Kenneth Walker III,SEA,TEN,2025-11-23,2025,12,RB,13.1
Kenneth Walker III,SEA,MIN,2025-11-30,2025,13,RB,10.4
D.K. Metcalf,PIT,NYJ,2025-09-07,2025,1,WR,12.3
D.K. Metcalf,PIT,SEA,2025-09-14,2025,2,WR,11.0
D.K. Metcalf,PIT,NWE,2025-09-21,2025,3,WR,12.2
D.K. Metcalf,PIT,MIN,2025-09-28,2025,4,WR,26.6
D.K. Metcalf,PIT,CLE,2025-10-12,2025,6,WR,19.5
D.K. Metcalf,PIT,CIN,2025-10-16,2025,7,WR,8.0
D.K. Metcalf,PIT,GNB,2025-10-26,2025,8,WR,16.5
D.K. Metcalf,PIT,IND,2025-11-02,2025,9,WR,2.6
D.K. Metcalf,PIT,LAC,2025-11-09,2025,10,WR,6.5
D.K. Metcalf,PIT,CIN,2025-11-16,2025,11,WR,9.9
D.K. Metcalf,PIT,CHI,2025-11-23,2025,12,WR,14.4
D.K. Metcalf,PIT,BUF,2025-11-30,2025,13,WR,6.2
Dallas Goedert,PHI,DAL,2025-09-04,2025,1,TE,11.4
Dallas Goedert,PHI,LAR,2025-09-21,2025,3,TE,10.3
Dallas Goedert,PHI,TAM,2025-09-28,2025,4,TE,19.7
Dallas Goedert,PHI,DEN,2025-10-05,2025,5,TE,10.9
Dallas Goedert,PHI,NYG,2025-10-09,2025,6,TE,29.0
Dallas Goedert,PHI,MIN,2025-10-19,2025,7,TE,4.8
Dallas Goedert,PHI,NYG,2025-10-26,2025,8,TE,17.8
Dallas Goedert,PHI,GNB,2025-11-10,2025,10,TE,8.3
Dallas Goedert,PHI,DET,2025-11-16,2025,11,TE,4.4
Dallas Goedert,PHI,DAL,2025-11-23,2025,12,TE,4.0
Dallas Goedert,PHI,CHI,2025-11-28,2025,13,TE,4.7
Deebo Samuel,WAS,NYG,2025-09-07,2025,1,WR,22.6
Deebo Samuel,WAS,GNB,2025-09-11,2025,2,WR,17.4
Deebo Samuel,WAS,LVR,2025-09-21,2025,3,WR,4.9
Deebo Samuel,WAS,ATL,2025-09-28,2025,4,WR,20.1
Deebo Samuel,WAS,LAC,2025-10-05,2025,5,WR,23.6
Deebo Samuel,WAS,CHI,2025-10-13,2025,6,WR,5.4
Deebo Samuel,WAS,KAN,2025-10-27,2025,8,WR,4.2
Deebo Samuel,WAS,SEA,2025-11-02,2025,9,WR,9.4
Deebo Samuel,WAS,DET,2025-11-09,2025,10,WR,12.9
Deebo Samuel,WAS,MIA,2025-11-16,2025,11,WR,20.7
Deebo Samuel,WAS,DEN,2025-11-30,2025,13,WR,11.1
Quentin Johnston,LAC,KAN,2025-09-05,2025,1,WR,24.9
Quentin Johnston,LAC,LVR,2025-09-15,2025,2,WR,15.9
Quentin Johnston,LAC,DEN,2025-09-21,2025,3,WR,14.9
Quentin Johnston,LAC,NYG,2025-09-28,2025,4,WR,23.8
Quentin Johnston,LAC,WAS,2025-10-05,2025,5,WR,7.9
Quentin Johnston,LAC,IND,2025-10-19,2025,7,WR,11.0
Quentin Johnston,LAC,TEN,2025-11-02,2025,9,WR,15.3
Quentin Johnston,LAC,PIT,2025-11-09,2025,10,WR,9.2
Quentin Johnston,LAC,LVR,2025-11-30,2025,13,WR,11.3
David Montgomery,DET,GNB,2025-09-07,2025,1,RB,8.3
David Montgomery,DET,CHI,2025-09-14,2025,2,RB,13.1
David Montgomery,DET,BAL,2025-09-22,2025,3,RB,32.4
David Montgomery,DET,CLE,2025-09-28,2025,4,RB,1.2
David Montgomery,DET,CIN,2025-10-05,2025,5,RB,18.2
David Montgomery,DET,KAN,2025-10-12,2025,6,RB,8.1
David Montgomery,DET,TAM,2025-10-20,2025,7,RB,5.9
David Montgomery,DET,MIN,2025-11-02,2025,9,RB,12.0
David Montgomery,DET,WAS,2025-11-09,2025,10,RB,10.1
David Montgomery,DET,PHI,2025-11-16,2025,11,RB,4.7
David Montgomery,DET,NYG,2025-11-23,2025,12,RB,6.7
David Montgomery,DET,GNB,2025-11-27,2025,13,RB,12.8
Kareem Hunt,KAN,LAC,2025-09-05,2025,1,RB,4.6
Kareem Hunt,KAN,PHI,2025-09-14,2025,2,RB,4.4
Kareem Hunt,KAN,NYG,2025-09-21,2025,3,RB,11.4
Kareem Hunt,KAN,BAL,2025-09-28,2025,4,RB,5.7
Kareem Hunt,KAN,JAX,2025-10-06,2025,5,RB,18.7
Kareem Hunt,KAN,DET,2025-10-12,2025,6,RB,4.4
Kareem Hunt,KAN,LVR,2025-10-19,2025,7,RB,1.8
Kareem Hunt,KAN,WAS,2025-10-27,2025,8,RB,17.2
Kareem Hunt,KAN,BUF,2025-11-02,2025,9,RB,12.5
Kareem Hunt,KAN,DEN,2025-11-16,2025,11,RB,13.2
Kareem Hunt,KAN,IND,2025-11-23,2025,12,RB,24.0
Kareem Hunt,KAN,DAL,2025-11-27,2025,13,RB,9.0
CeeDee Lamb,DAL,PHI,2025-09-04,2025,1,WR,21.0
CeeDee Lamb,DAL,NYG,2025-09-14,2025,2,WR,23.2
CeeDee Lamb,DAL,WAS,2025-10-19,2025,7,WR,25.0
CeeDee Lamb,DAL,DEN,2025-10-26,2025,8,WR,14.6
CeeDee Lamb,DAL,ARI,2025-11-03,2025,9,WR,15.5
CeeDee Lamb,DAL,LVR,2025-11-17,2025,11,WR,17.6
CeeDee Lamb,DAL,PHI,2025-11-23,2025,12,WR,11.5
CeeDee Lamb,DAL,KAN,2025-11-27,2025,13,WR,27.2
Justin Jefferson,MIN,CHI,2025-09-08,2025,1,WR,14.8
Justin Jefferson,MIN,ATL,2025-09-14,2025,2,WR,11.1
Justin Jefferson,MIN,CIN,2025-09-21,2025,3,WR,12.5
Justin Jefferson,MIN,PIT,2025-09-28,2025,4,WR,25.6
Justin Jefferson,MIN,CLE,2025-10-05,2025,5,WR,22.3
